"CoNH36_1mM_HPF"
"Wavelength nm."	"Abs."
487.00	0.052
488.00	0.052
489.00	0.051
490.00	0.050
491.00	0.050
492.00	0.049
493.00	0.048
494.00	0.047
495.00	0.046
496.00	0.045
497.00	0.044
498.00	0.043
499.00	0.042
500.00	0.041
501.00	0.040
502.00	0.039
503.00	0.038
504.00	0.037
505.00	0.036
506.00	0.035
507.00	0.034
508.00	0.033
509.00	0.032
510.00	0.031
511.00	0.030
512.00	0.029
513.00	0.027
514.00	0.026
515.00	0.025
516.00	0.024
517.00	0.023
518.00	0.023
519.00	0.022
520.00	0.021
521.00	0.020
522.00	0.019
523.00	0.018
524.00	0.017
525.00	0.016
526.00	0.016
527.00	0.015
528.00	0.014
529.00	0.013
530.00	0.013
531.00	0.012
532.00	0.011
533.00	0.011
534.00	0.010
535.00	0.010
536.00	0.009
537.00	0.009
538.00	0.008
539.00	0.008
540.00	0.008
541.00	0.007
542.00	0.007
543.00	0.006
544.00	0.006
545.00	0.006
546.00	0.005
547.00	0.005
548.00	0.005
549.00	0.004
550.00	0.004
551.00	0.004
552.00	0.004
553.00	0.004
554.00	0.003
555.00	0.003
556.00	0.003
557.00	0.003
558.00	0.003
559.00	0.003
560.00	0.003
561.00	0.002
562.00	0.002
563.00	0.002
564.00	0.002
565.00	0.002
566.00	0.002
567.00	0.002
568.00	0.002
569.00	0.002
570.00	0.002
571.00	0.002
572.00	0.002
573.00	0.002
574.00	0.001
575.00	0.001
576.00	0.001
577.00	0.001
578.00	0.001
579.00	0.001
580.00	0.001
581.00	0.001
582.00	0.001
583.00	0.001
584.00	0.001
585.00	0.001
586.00	0.001
587.00	0.001
588.00	0.001
589.00	0.001
590.00	0.001
591.00	0.001
592.00	0.001
593.00	0.001
594.00	0.001
595.00	0.001
596.00	0.001
597.00	0.001
598.00	0.001
599.00	0.001
600.00	0.001
601.00	0.001
602.00	0.001
603.00	0.001
604.00	0.001
605.00	0.001
606.00	0.001
607.00	0.001
608.00	0.001
609.00	0.001
610.00	0.001
611.00	0.001
612.00	0.001
613.00	0.001
614.00	0.001
615.00	0.001
616.00	0.001
617.00	0.001
618.00	0.001
619.00	0.001
620.00	0.001
621.00	0.001
622.00	0.001
623.00	0.001
624.00	0.001
625.00	0.001
626.00	0.001
627.00	0.001
628.00	0.001
629.00	0.001
630.00	0.001
631.00	0.000
632.00	0.000
633.00	0.001
634.00	0.001
635.00	0.000
636.00	0.000
637.00	0.000
638.00	0.000
639.00	0.000
640.00	0.000
641.00	0.000
642.00	0.000
643.00	0.000
644.00	0.000
645.00	0.001
646.00	0.001
647.00	0.001
648.00	0.001
649.00	0.000
650.00	0.000
651.00	0.000
652.00	0.000
653.00	0.001
654.00	0.000
655.00	0.000
656.00	0.000
657.00	0.000
658.00	0.000
659.00	0.000
660.00	0.000
661.00	0.000
662.00	0.001
663.00	0.000
664.00	0.000
665.00	0.000
666.00	0.000
667.00	0.000
668.00	0.000
669.00	0.000
670.00	0.000
671.00	0.000
672.00	0.000
673.00	0.000
674.00	0.000
675.00	0.000
676.00	0.000
677.00	0.000
678.00	0.000
679.00	0.000
680.00	0.000
681.00	0.000
682.00	0.000
683.00	0.000
684.00	0.000
685.00	0.000
686.00	0.000
687.00	0.000
688.00	0.000
689.00	0.000
690.00	0.000
691.00	0.000
692.00	0.000
693.00	0.000
694.00	0.000
695.00	0.000
696.00	0.000
697.00	0.000
698.00	0.000
699.00	0.000
700.00	0.000
701.00	0.000
702.00	0.000
703.00	0.000
704.00	0.000
705.00	0.000
706.00	0.000
707.00	0.000
708.00	0.000
709.00	0.000
710.00	0.000
711.00	0.000
712.00	0.000
713.00	0.000
714.00	0.000
715.00	0.000
716.00	0.000
717.00	0.000
718.00	0.000
719.00	0.000
720.00	0.000
721.00	0.000
722.00	0.000
723.00	0.000
724.00	0.000
725.00	0.000
726.00	0.000
727.00	0.000
728.00	0.000
729.00	0.000
730.00	0.000
731.00	0.000
732.00	0.000
733.00	0.000
734.00	0.000
735.00	0.000
736.00	0.000
737.00	0.000
738.00	0.000
739.00	0.000
740.00	0.000
741.00	0.000
742.00	0.000
743.00	0.000
744.00	0.000
745.00	0.000
746.00	0.000
747.00	0.000
748.00	0.000
749.00	0.000
750.00	0.000
751.00	0.000
752.00	0.001
753.00	0.000
754.00	0.000
755.00	0.000
756.00	0.000
757.00	0.000
758.00	0.000
759.00	0.000
760.00	0.000
761.00	0.001
762.00	0.001
763.00	0.000
764.00	0.000
765.00	0.000
766.00	0.000
767.00	0.000
768.00	0.000
769.00	0.000
770.00	0.001
771.00	0.001
772.00	0.001
773.00	0.001
774.00	0.001
775.00	0.001
776.00	0.001
777.00	0.001
778.00	0.001
779.00	0.001
780.00	0.001
781.00	0.001
782.00	0.001
783.00	0.001
784.00	0.001
785.00	0.001
786.00	0.001
787.00	0.001
788.00	0.001
789.00	0.001
790.00	0.001
791.00	0.001
792.00	0.001
793.00	0.001
794.00	0.001
795.00	0.001
796.00	0.001
797.00	0.001
798.00	0.001
799.00	0.001
800.00	0.001
